2.67.1|Museum construction is about to begin, and thus I cannot accept new donations at this time.|Museum construction is about to begin, and thus I cannot accept new donations at this time.
18.127.7|They're also quite malicious!|They're also quite malicious!
1.12.3|Empty display cases will not do, I'm told. Display cases with something to display—THAT is another matter!|Empty display cases will not do, I'm told. Display cases with something to display—THAT is another matter!
23.60.10|Snails are not insects, I'll admit. But they're just as revolting to me.|Snails are not insects, I'll admit. But they're just as revolting to me.
46.23.8|Incidentally, despite the "saurus"” name, it wasn't actually a dinosaur. Common error, eh wot.|Incidentally, despite the "saurus"” name, it wasn't actually a dinosaur. Common error, eh wot.
14.74.2|Now, might I interest you in a few fascinating facts about your pale chub?|Now, might I interest you in a few fascinating facts about your pale chub?
11.63.6|Now, might I interest you in a few fascinating facts about your clown fish?|Now, might I interest you in a few fascinating facts about your clown fish?
25.58.2|Hoo! Woo hoo! This is undoubtedly... a coelacanth!|Hoo! Woo hoo! This is undoubtedly... a coelacanth!
4.18.2|I never thought I'd lay eyes upon such a well-preserved myllokunmingia.|I never thought I'd lay eyes upon such a well-preserved myllokunmingia.
44.100.1|i fear I might die just thinking about it.|i fear I might die just thinking about it.
2.25.10|I never thought I'd lay eyes upon such a well-preserved pachy skull.|I never thought I'd lay eyes upon such a well-preserved pachy skull.
10.83.3|I feel there is a valuable lesson to be had there about learning to enjoy a variety of foods...|I feel there is a valuable lesson to be had there about learning to enjoy a variety of foods...
1.14.5|But as it grows, it gets both wider and flatter, and can reach some three feet long.|But as it grows, it gets both wider and flatter, and can reach some three feet long.
11.28.9|The common bluebottle is a type of swallowtail butterfly with a bright blue line running down its wings.|The common bluebottle is a type of swallowtail butterfly with a bright blue line running down its wings.
42.25.4|Stunning! Humbling! At times, overwhelming!|Stunning! Humbling! At times, overwhelming!
1.95.1|Hootie hoo! This must be... a carp!|Hootie hoo! This must be... a carp!
8.113.7|Simply put, the man-faced stink bug has markings on its shell that resemble a human face.|Simply put, the man-faced stink bug has markings on its shell that resemble a human face.
1.30.4|I never thought I'd lay eyes upon such a well-preserved right megalo side.|I never thought I'd lay eyes upon such a well-preserved right megalo side.
21.70.4|I never thought I'd lay eyes upon such a well-preserved archaeopteryx.|I never thought I'd lay eyes upon such a well-preserved archaeopteryx.
1.77.10|These fish spend lots of time lying on their sides in the sand, so the odd eye placement makes some sense...|These fish spend lots of time lying on their sides in the sand, so the odd eye placement makes some sense...
13.53.4|Can you imagine such behavior in an herbivore? It simply beggars the imagination!|Can you imagine such behavior in an herbivore? It simply beggars the imagination!
4.21.6|In some areas, there are even those who professionally catch just black bass!|In some areas, there are even those who professionally catch just black bass!
4.21.7|Yet in other areas where they are NOT native, they are considered an ecological nuisance. Invasive, even.|Yet in other areas where they are NOT native, they are considered an ecological nuisance. Invasive, even.
8.113.6|Never mind this stink bug's smell. What you have here is a bug...with a I FACE...on its BACK!! Wot-wot!|Never mind this stink bug's smell. What you have here is a bug...with a I FACE...on its BACK!! Wot-wot!
9.4.9|The cherry salmon is related to the salmon, and is known for its distinctive pattern of "polka dots."|The cherry salmon is related to the salmon, and is known for its distinctive pattern of "polka dots."
42.25.5|Your gifts of fossils, fish, and... bugs...have not only made our museum a cultural marvel...|Your gifts of fossils, fish, and... bugs...have not only made our museum a cultural marvel...
1.14.4|Did you know that the olive flounder is the same shape as other fish when it hatches?|Did you know that the olive flounder is the same shape as other fish when it hatches?
1.77.7|The dab is a flatfish that bears some resemblance to the olive flounder, though their mouths are different.|The dab is a flatfish that bears some resemblance to the olive flounder, though their mouths are different.
10.83.2|Sadly, their small teeth restricted them to a diet of rather soft plants, and eventually they died out.|Sadly, their small teeth restricted them to a diet of rather soft plants, and eventually they died out.
25.58.3|Now, might I interest you in a few fascinating facts about your coelacanth?|Now, might I interest you in a few fascinating facts about your coelacanth?
1.97.2|Now, might I interest you in a few fascinating facts about your horse mackerel?|Now, might I interest you in a few fascinating facts about your horse mackerel?
11.64.10|Revolting behavior indeed! Ugh and ewww!|Revolting behavior indeed! Ugh and ewww!
1.29.4|With this, we need 11 donations to open the museum!|With this, we need eleven donations to open the museum!
46.23.9|But they were surely a majestic sight,  swimming in those ancient seas... like a long-necked rubber ducky...|But they were surely a majestic sight,  swimming in those ancient seas... like a long-necked rubber ducky...
23.60.11|Snails are mollusks, you see, and are born wearing shells they cannot remove.|Snails are mollusks, you see, and are born wearing shells they cannot remove.
5.25.3|Well, first off, squids are members of the mollusk family, just like the octopus.|Well, first off, squids are members of the mollusk family, just like the octopus.
1.44.8|Best of all, Diplodocus probably grew its entire life, having no "adult size." Would that we were all so gifted!|Best of all, Diplodocus probably grew its entire life, having no "adult size." Would that we were all so gifted!
6.94.5|Ah, yes. Dimetrodon. Not actually a dinosaur, despite what...some people may tell you.|Ah, yes. Dimetrodon. Not actually a dinosaur, despite what...some people may tell you.
1.12.2|That is, I lack the number of exhibits needed to secure permission to open a museum proper.|That is, I lack the number of exhibits needed to secure permission to open a museum proper.
1.30.10|While smaller than many dinosaurs, they were nonetheless a very charismatic example of megafauna.|While smaller than many dinosaurs, they were nonetheless a very charismatic example of megafauna.
18.127.6|And though they dress to impress in red and green, these fluttering fiends are not just stylish...|And though they dress to impress in red and green, these fluttering fiends are not just stylish...
7.17.3|The orchid mantis is a bug whose brilliant colors and petal-shaped limbs give it the look of a flower.|The orchid mantis is a bug whose brilliant colors and petal-shaped limbs give it the look of a flower.
27.44.9|The foul fly is quite the disquieting creature. I tell you, it tastes its food with its feet! Yeep!|The foul fly is quite the disquieting creature. I tell you, it tastes its food with its feet! Yeep!
14.76.1|It's got to keep up with all the other vibrant fish that live in the coral too, I wager. Quite the competition!|It's got to keep up with all the other vibrant fish that live in the coral too, I wager. Quite the competition!
40.39.13|Wonderful! 'Tis fascinating stuff, Il assure you! Now, where to begin..|Wonderful! 'Tis fascinating stuff, Il assure you! Now, where to begin..
12.93.5|The hermit crab is not an insect... Though it most certainly resembles one. Blech!|The hermit crab is not an insect... Though it most certainly resembles one. Blech!
12.90.12|I'd say that T. Rex is the 800-pound gorilla of the dinosaur world, but it likely weighed well over nine tons.|I'd say that T. Rex is the eight hundred-pound gorilla of the dinosaur world, but it likely weighed well over nine tons.
6.96.7|Adults possess powerful jaws and use them to chomp through hard wood and plant fibers with ease.|Adults possess powerful jaws and use them to chomp through hard wood and plant fibers with ease.
41.17.10|Putrid pondskaters! They walk on water, you know...which is most preposterous!|Putrid pondskaters! They walk on water, you know...which is most preposterous!
5.59.7|Now, might I interest you in a few fascinating facts about your sea butterfly?|Now, might I interest you in a few fascinating facts about your sea butterfly?
4.59.7|Well, one glance at their impressive coloring tells you that the centuries of effort were worth it.|Well, one glance at their impressive coloring tells you that the centuries of effort were worth it.
21.71.2|Hoo hoo! Why, this is... a butterfly fish!|Hoo hoo! Why, this is... a butterfly fish!
16.76.9|Hoo! Woo hoo! This is undoubtedly... a crawfish!|Hoo! Woo hoo! This is undoubtedly... a crawfish!
26.31.3|The freshwater goby is an unassuming specimen.|The freshwater goby is an unassuming specimen.
36.46.11|They were very sizable—some 13 feet long, with a shell the size of a small car... If you're into that sort of thing.|They were very sizable—some thirteen feet long, with a shell the size of a small car... If you're into that sort of thing.
43.104.7|There are over 50 different species, each a unique and pleasing color.|There are over fifty different species, each a unique and pleasing color.
44.99.3|Eeek! A scorpion!  What a wretched thing...|Eeek! A scorpion!  What a wretched thing...
46.90.5|But its forewings are also often covered in a dark, velvety hair! You heard right! HAIRY wings!|But its forewings are also often covered in a dark, velvety hair! You heard right! HAIRY wings!
13.52.2|I suppose I should congratulate  you on your good fortune... But catching any bug seems a misfortune to me.|I suppose I should congratulate  you on your good fortune... But catching any bug seems a misfortune to me.
1.15.3|Ahem! I beg your pardon. Bugs...I do detest them.|Ahem! I beg your pardon. Bugs...I do detest them.
1.96.5|They are a varied bunch with some as small as four inches and some as staggeringly ginormous as eight feet!|They are a varied bunch with some as small as four inches and some as staggeringly ginormous as eight feet!
27.43.8|The Triceratops was a remarkable creature.|The Triceratops was a remarkable creature.
9.100.8|For example, the coprolite from certain plant-eating dinosaurs has been found to contain small pebbles.|For example, the coprolite from certain plant-eating dinosaurs has been found to contain small pebbles.
4.119.10|Wonderful! 'Tis fascinating stuff, Il assure you! Now, where to begin...|Wonderful! 'Tis fascinating stuff, Il assure you! Now, where to begin...
9.4.11|Pity the poor researchers that must make sense of the cherry salmon's fickle fashion sense.|Pity the poor researchers that must make sense of the cherry salmon's fickle fashion sense.
1.13.5|My feathers! I have blathered on far too long! But let me leave you with this...|My feathers! I have blathered on far too long! But let me leave you with this...
20.95.3|Eeek!  A giant water bug! What a wretched thing...|Eeek!  A giant water bug! What a wretched thing...
39.64.1|Let me see here. Hmmm...indeed...|Let me see here. Hmmm...indeed...
49.4.4|HOO-WHAT?!|HOO-WHAT?!
20.68.3|The Mammoth was a remarkable creature.|The Mammoth was a remarkable creature.
50.11.7|Hoo! Woo hoo! This is undoubtedly... a nibble fish!|Hoo! Woo hoo! This is undoubtedly... a nibble fish!
1.11.7|So, should you discover a new type of insect or fish, do be so kind as to bring it here.|So, should you discover a new type of insect or fish, do be so kind as to bring it here.
38.30.9|If you acquire any of these items, please do consider donating them.|If you acquire any of these items, please do consider donating them.
2.23.7|Now, might I interest you in a few fascinating facts about your tadpole?|Now, might I interest you in a few fascinating facts about your tadpole?
4.117.5|Young pill bugs shed their exo- skeletons as they grow, and in doing so, sprout another pair of legs.|Young pill bugs shed their exo- skeletons as they grow, and in doing so, sprout another pair of legs.
4.83.3|Bitterlings hide their eggs inside large bivalves—like clams—where the young can stay safe until grown.|Bitterlings hide their eggs inside large bivalves—like clams—where the young can stay safe until grown.
27.43.12|Its three horns and impressive, bony frill probably helped it fight off predators like T. Rex!|Its three horns and impressive, bony frill probably helped it fight off predators like T. Rex!
4.117.4|But the appeal is utterly lost on me. One look at their leggy undersides... Hoo! Ewww! How they wriggle!|But the appeal is utterly lost on me. One look at their leggy undersides... Hoo! Ewww! How they wriggle!
2.23.6|Hoo! Woo hoo! This is undoubtedly... a tadpole!|Hoo! Woo hoo! This is undoubtedly... a tadpole!
41.38.9|I understand that frogs converse with fellow frogs through a number of varied calls, as it were.|I understand that frogs converse with fellow frogs through a number of varied calls, as it were.
1.11.6|Truth be told, I am determined to open a museum and, henceforth, dwell on this island amongst you.|Truth be told, I am determined to open a museum and, henceforth, dwell on this island amongst you.
36.12.6|The entrance to the gallery is but a jaunt up the stairs. Please, do take a gander at your leisure.|The entrance to the gallery is but a jaunt up the stairs. Please, do take a gander at your leisure.
14.103.1|I never thought I'd lay eyes upon such a well-preserved ammonite.|I never thought I'd lay eyes upon such a well-preserved ammonite.
41.101.9|Hoo! The horror! This behemoth butterfly may be called a Queen Alexandra's birdwing...|Hoo! The horror! This behemoth butterfly may be called a Queen Alexandra's birdwing...
12.90.1|What's more, paired with its long neck, this ability greatly increased its reach for eating plants!|What's more, paired with its long neck, this ability greatly increased its reach for eating plants!
49.4.5|Upon closer examination, I have grave news to share with you! This work of art...is a FAKE!|Upon closer examination, I have grave news to share with you! This work of art...is a FAKE!
11.64.7|As if the average locust weren't large enough...we must suffer the long locust too!|As if the average locust weren't large enough...we must suffer the long locust too!
1.13.4|Please, Thea, cross the river and seek out these ancient relics.|Please, Thea, cross the river and seek out these ancient relics.
9.4.10|These polka dots disappear as they mature, but ONLY in the fish of certain geographic areas.|These polka dots disappear as they mature, but ONLY in the fish of certain geographic areas.
9.99.7|They likely ate seaweed, shrimp, octopus, and possibly ammonites, given the era involved.|They likely ate seaweed, shrimp, octopus, and possibly ammonites, given the era involved.
4.119.11|The dunkleosteus flourished long before the dinosaurs and was a sort of armored fish.|The dunkleosteus flourished long before the dinosaurs and was a sort of armored fish.
22.67.2|I never thought I'd lay eyes upon such a well-preserved juramaia.|I never thought I'd lay eyes upon such a well-preserved juramaia.
42.26.1|I beg your pardon! My enthusiasm has me running at the beak once again.|I beg your pardon! My enthusiasm has me running at the beak once again.
9.100.9|This tells us that these dinosaurs, like many modern birds, ate rocks to help grind the greens in their bellies.|This tells us that these dinosaurs, like many modern birds, ate rocks to help grind the greens in their bellies.
11.62.1|Almost, but not quite.|Almost, but not quite.
1.96.4|Sea bass is a name given to a variety of different species of saltwater fish.|Sea bass is a name given to a variety of different species of saltwater fish.
10.82.4|Personally, I am simply relieved that it did not seek FLYING prey.|Personally, I am simply relieved that it did not seek FLYING prey.
1.15.2|The horror! The repugnance! Good heavens! I must maintain my composure!|The horror! The repugnance! Good heavens! I must maintain my composure!
46.90.4|The wings of the peacock butterfly may have a pattern similar to that of the beautiful bird...|The wings of the peacock butterfly may have a pattern similar to that of the beautiful bird...
4.15.8|Who needs protecting from whom?! Hoo! Who indeed!|Who needs protecting from whom?! Hoo! Who indeed!
43.104.6|The rainbowfish is a tropical fish known for its metallic colors and beautiful fins.|The rainbowfish is a tropical fish known for its metallic colors and beautiful fins.
36.46.10|Ah, yes. Archelon. It was a sort of huge sea turtle. The largest thus far found, if you want to know.|Ah, yes. Archelon. It was a sort of huge sea turtle. The largest thus far found, if you want to know.
43.37.9|The violin beetle gets its name from its shape. That is, SOME think it resembles the stringed instrument.|The violin beetle gets its name from its shape. That is, SOME think it resembles the stringed instrument.
42.14.11|And it is those very eyes that help make dragonflies master hunters, you see.|And it is those very eyes that help make dragonflies master hunters, you see.
2.36.8|Well, sometimes. The size of the tank they're kept in tends to restrict their growth.|Well, sometimes. The size of the tank they're kept in tends to restrict their growth.
13.52.1|In fact, the agrias butterfly flies so fast, it is quite a feat to catch one.|In fact, the agrias butterfly flies so fast, it is quite a feat to catch one.
16.76.10|Now, might I interest you in a few fascinating facts about your crawfish?|Now, might I interest you in a few fascinating facts about your crawfish?
46.90.6|A Nalr-raising revelation indeea!|A Nalr-raising revelation indeea!
43.104.4|Now, might I interest you in a few fascinating facts about your rainbowfish?|Now, might I interest you in a few fascinating facts about your rainbowfish?
6.93.7|Come on, Biathers! Stiff upper beak, eh wot!|Come on, Biathers! Stiff upper beak, eh wot!
42.26.3|Please, continue to donate your acquisitions. I ask this not just for the betterment of the museum...|Please, continue to donate your acquisitions. I ask this not just for the betterment of the museum...
1.96.6|"Sea bass" is a bit pedestrian, though. Many species have better names, such as "redbanded perch."|"Sea bass" is a bit pedestrian, though. Many species have better names, such as "redbanded perch."
25.57.8|But fly they did, soaring dynamically  and dramatically over land and sea! I wish I could have seen it...|But fly they did, soaring dynamically  and dramatically over land and sea! I wish I could have seen it...
1.13.6|If I am to open the museum, I must acquire more items to exhibit...15 more, to be precise.|If I am to open the museum, I must acquire more items to exhibit...fifteen more, to be precise.
39.64.2|Hoo hoo!|Hoo hoo!
5.92.8|I daresay the name says it all... Stinkbugs are known for their stench. Hoo! Peeyew!|I daresay the name says it all... Stinkbugs are known for their stench. Hoo! Peeyew!
1.11.4|A splendid job indeed! Thanks to you, I was able to alight on this island with nary a ruffled feather.|A splendid job indeed! Thanks to you, I was able to alight on this island with nary a ruffled feather.
36.12.4|I am pleased to say the art exhibit is finally finished!|I am pleased to say the art exhibit is finally finished!
4.117.6|As if 12 appendages weren't  alarming enough! Yuck, I say. Yuck!|As if twelve appendages weren't  alarming enough! Yuck, I say. Yuck!
13.54.6|I never thought I'd lay eyes upon such a well-preserved acanthostega.|I never thought I'd lay eyes upon such a well-preserved acanthostega.
4.83.1|Now, might I interest you in a few fascinating facts about your bitterling?|Now, might I interest you in a few fascinating facts about your bitterling?
4.58.2|Eeek! A mole cricket!  What a wretched thing...|Eeek! A mole cricket!  What a wretched thing...
4.119.8|I never thought I'd lay eyes upon such a well-preserved dunkleosteus.|I never thought I'd lay eyes upon such a well-preserved dunkleosteus.
36.12.5|Your very own donations made it all possible, Thea. So, to you I am most grateful.|Your very own donations made it all possible, Thea. So, to you I am most grateful.
1.11.5|Now, regarding the aforementioned research...|Now, regarding the aforementioned research...
49.4.6|I cannot accept forgeries, you see, so I must give it back. Hoo, sad but true!|I cannot accept forgeries, you see, so I must give it back. Hoo, sad but true!
1.28.1|Whether or not you choose to donate it is up to you. Either way, I shall gladly assess it.|Whether or not you choose to donate it is up to you. Either way, I shall gladly assess it.
5.92.9|As it happens, these crop-eating pests use straw-like mouths to pierce plants and drink the juices.|As it happens, these crop-eating pests use straw-like mouths to pierce plants and drink the juices.
11.64.4|Eeek! A long locust!  What a wretched thing...|Eeek! A long locust!  What a wretched thing...
1.26.11|I never thought I'd lay eyes upon such a well-preserved brachio chest.|I never thought I'd lay eyes upon such a well-preserved brachio chest.
39.64.3|After some consideration, I can safely declare this fossil to be a coprolite!|After some consideration, I can safely declare this fossil to be a coprolite!
1.13.7|I fervently hope you will donate your precious finds to the cause.|I fervently hope you will donate your precious finds to the cause.
4.119.12|Curiously, only fossils for the head and shoulders have been found. We must simply imagine the rest!|Curiously, only fossils for the head and shoulders have been found. We must simply imagine the rest!
1.96.7|Or the delightfully whimsical dusky grouper! Or the potato cod! WILL NO ONE THINK OF THE PINK MAOMAO?!|Or the delightfully whimsical dusky grouper! Or the potato cod! WILL NO ONE THINK OF THE PINK MAOMAO?!
42.26.2|To the point, then. As we celebrate this new wing of the museum, I feel I must entreat you...|To the point, then. As we celebrate this new wing of the museum, I feel I must entreat you...
1.15.1|Eeek! A common butterfly!|Eeek! A common butterfly!
6.93.6|i'm sorry—this is so unprofessional of me.|i'm sorry—this is so unprofessional of me.
24.60.2|The Stegosaurus was a remarkable creature.|The Stegosaurus was a remarkable creature.
2.36.9|And just how big will this goldfish get in our large museum tank? I look forward to finding out!|And just how big will this goldfish get in our large museum tank? I look forward to finding out!
2.25.3|iam just relieved I will never Nave to escape one. Hoo.|iam just relieved I will never Nave to escape one. Hoo.
42.107.4|The Parasaurolophus was a remarkable creature.|The Parasaurolophus was a remarkable creature.
42.14.10|The banded dragonfly is known for its black-and-yellow-striped body, as well as for its piercing green eyes.|The banded dragonfly is known for its black-and-yellow-striped body, as well as for its piercing green eyes.
26.31.1|Hootie hoo! This must be... a freshwater goby!|Hootie hoo! This must be... a freshwater goby!
37.4.8|Yes, it is, indubitably! 'Tis even more magnificent than I imagined!|Yes, it is, indubitably! 'Tis even more magnificent than I imagined!
26.31.5|And its mouth is quite the gaping maw, so I recommend you refrain from drawing attention to yourself!|And its mouth is quite the gaping maw, so I recommend you refrain from drawing attention to yourself!
22.93.10|This megacero tail is just the kind of discovery we want to showcase in the museum.|This megacero tail is just the kind of discovery we want to showcase in the museum.
11.62.10|This zebra turkeyfish is as stunning to gaze upon as it is deadly.|This zebra turkeyfish is as stunning to gaze upon as it is deadly.
9.5.8|There's a strict "No Eating Your Neighbor" policy at this institution.|There's a strict "No Eating Your Neighbor" policy at this institution.
10.80.1|Good evening, Thea!|Good evening, Thea!
1.31.4|With this, we need 10 donations to open the museum!|With this, we need ten donations to open the museum!
2.23.11|But even cuter...when they sprout legs!|But even cuter...when they sprout legs!
21.71.4|Ah, the butterfly fish is just charming with its beautiful colors and elegant movements.|Ah, the butterfly fish is just charming with its beautiful colors and elegant movements.
4.20.6|Now, might I interest you in a few fascinating facts about your anchovy?|Now, might I interest you in a few fascinating facts about your anchovy?
46.90.3|Pretty as a peacock? Bah, I say!|Pretty as a peacock? Bah, I say!
24.60.6|These plates, while made of bone, were not actually connected to the animal's skeleton!|These plates, while made of bone, were not actually connected to the animal's skeleton!
47.70.6|Hootie hoo! This must be... a giant trevally!|Hootie hoo! This must be... a giant trevally!
11.62.6|Hoo! Woo hoo! This is undoubtedly... a zebra turkeyfish!|Hoo! Woo hoo! This is undoubtedly... a zebra turkeyfish!
8.27.12|Did you know that its center of gravity was such that sitting up on its hind legs was probably easy?|Did you know that its center of gravity was such that sitting up on its hind legs was probably easy?
10.82.3|Similar to modern crocodiles, this creature lived on a diet of fish AND land-dwelling animals.|Similar to modern crocodiles, this creature lived on a diet of fish AND land-dwelling animals.
34.49.9|Beside their cutifying effect, these eyes gave the creature great vision, making it a very successful hunter.|Beside their cutifying effect, these eyes gave the creature great vision, making it a very successful hunter.
14.48.2|Well, to be fair, if it doesn't keep swimming, it won't be able to breathe and will of course die...|Well, to be fair, if it doesn't keep swimming, it won't be able to breathe and will of course die...
24.46.10|Oh my! Would you look at that! Such a beautiful, snazzy little I fellow that guppy is!|Oh my! Would you look at that! Such a beautiful, snazzy little I fellow that guppy is!
22.67.5|Ah, yes, the juramaia: one of the first mammals, and one of the few to live alongside the dinosaurs!|Ah, yes, the juramaia: one of the first mammals, and one of the few to live alongside the dinosaurs!
36.46.9|Wonderful! "Tis fascinating stuff, I assure you! Now, where to begin...|Wonderful! "Tis fascinating stuff, I assure you! Now, where to begin...
1.13.3|I sent DIY schematics for a shovel to dig fossils from the ground as well. Which brings me to my point...|I sent DIY schematics for a shovel to dig fossils from the ground as well. Which brings me to my point...
14.103.6|In other words, these creatures act as markers in time, helping to identify the age of other formations!|In other words, these creatures act as markers in time, helping to identify the age of other formations!
8.29.9|I never thought I'd lay eyes upon such a well-preserved iguanodon torso.|I never thought I'd lay eyes upon such a well-preserved iguanodon torso.
15.75.2|Little Velociraptor, on the other wing, was a compact two feet tall and weighed only about 33 pounds!|Little Velociraptor, on the other wing, was a compact two feet tall and weighed only about thirty three pounds!
14.75.2|I imagine its environment must be just as flashy as it is for it to have developed such colors.|I imagine its environment must be just as flashy as it is for it to have developed such colors.
26.82.11|All this talk about the feeding habits  of spiders... I'm feeling quite queasy. Hoot! The horror!|All this talk about the feeding habits  of spiders... I'm feeling quite queasy. Hoot! The horror!
49.4.2|My feathers, is that a jolly painting?!|My feathers, is that a jolly painting?!
4.58.6|This plump pest has powerful front claws made for digging holes, and oh how it loves to burrow underground!|This plump pest has powerful front claws made for digging holes, and oh how it loves to burrow underground!
1.11.1|Hoo! A pleasure to meet you! My name is Blathers.|Hoo! A pleasure to meet you! My name is Blathers.
4.83.5|It's a wonderful bit of evolutionary deal making, don't you think? Each one keeping the other safe...|It's a wonderful bit of evolutionary deal making, don't you think? Each one keeping the other safe...
4.117.3|Blech, the pill bug! Children delight at the way these beasts roll into balls when poked...|Blech, the pill bug! Children delight at the way these beasts roll into balls when poked...
4.104.8|I shall faint if I think on it further...|I shall faint if I think on it further...
14.77.1|I wonder if the killifish you've brought me is related to either of those intrepid explorers?|I wonder if the killifish you've brought me is related to either of those intrepid explorers?
4.83.4|The bitterling isn't being sneaky. No, their young help keep the bivalve healthy by eating invading parasites!|The bitterling isn't being sneaky. No, their young help keep the bivalve healthy by eating invading parasites!
12.92.5|Hoo! Woo hoo! This is undoubtedly... a barred knifejaw!|Hoo! Woo hoo! This is undoubtedly... a barred knifejaw!
4.58.7|A cousin to the grasshopper, it also has wings and can easily take to the air.|A cousin to the grasshopper, it also has wings and can easily take to the air.
14.75.3|I wonder how fiasny I might be, had I been raised somewhere even half as vibrant?|I wonder how fiasny I might be, had I been raised somewhere even half as vibrant?
1.28.4|Eeek!  A paper kite butterfly! What a wretched thing...|Eeek!  A paper kite butterfly! What a wretched thing...
26.82.10|Worse yet, they've also been known to ambush their victims, and some even chase down their meals!|Worse yet, they've also been known to ambush their victims, and some even chase down their meals!
49.4.3|Hmm...it gives one pause to see a jolly painting up close like this.|Hmm...it gives one pause to see a jolly painting up close like this.
15.75.3|I've heard that people meeting celebrities are often surprised at how short they are in person!|I've heard that people meeting celebrities are often surprised at how short they are in person!
14.103.7|Who knows what other secrets lie hidden in those spiral shells?|Who knows what other secrets lie hidden in those spiral shells?
14.75.12|With its saturated blue and yellow tones, the surgeonfish is quite breathtaking.|With its saturated blue and yellow tones, the surgeonfish is quite breathtaking.
6.95.5|Hoo! Woo hoo! This is undoubtedly... an oarfish!|Hoo! Woo hoo! This is undoubtedly... an oarfish!
8.27.7|I never thought I'd lay eyes upon such a well-preserved diplo tail tip.|I never thought I'd lay eyes upon such a well-preserved diplo tail tip.
1.13.2|This pole can be used to propel oneself across the river. Up and over you go, hootie hoo!|This pole can be used to propel oneself across the river. Up and over you go, hootie hoo!
5.27.10|I never thought I'd lay eyes upon such a well-preserved megacero torso.|I never thought I'd lay eyes upon such a well-preserved megacero torso.
34.49.10|And no doubt because its Dig, doe eyes lulled prey into a false sense of security...|And no doubt because its Dig, doe eyes lulled prey into a false sense of security...
1.15.4|Still, there's much I can tell you  about the insect you apprehended... If you insist, that is.|Still, there's much I can tell you  about the insect you apprehended... If you insist, that is.
14.48.3|But sleep should be restful, eh wot! If I were the tuna I would feel very hard done by!|But sleep should be restful, eh wot! If I were the tuna I would feel very hard done by!
10.82.2|Unlike its more famous cousin, however, Spinosaurus seems to have spent a great deal of time in water.|Unlike its more famous cousin, however, Spinosaurus seems to have spent a great deal of time in water.
34.49.8|Ophthalmosaurus's name means "eye lizard," and its face was quite dominated by those great orbs!|Ophthalmosaurus's name means "eye lizard," and its face was quite dominated by those great orbs!
4.19.3|I never thought I'd lay eyes upon such a well-preserved ankylo torso.|I never thought I'd lay eyes upon such a well-preserved ankylo torso.
1.96.2|Now, might I interest you in a few fascinating facts about your sea bass?|Now, might I interest you in a few fascinating facts about your sea bass?
11.62.7|Now, might I interest you in a few fascinating facts about your zebra turkeyfish?|Now, might I interest you in a few fascinating facts about your zebra turkeyfish?
11.29.10|I never thought I'd lay eyes upon such a well-preserved diplo chest.|I never thought I'd lay eyes upon such a well-preserved diplo chest.
47.70.7|Now, might I interest you in a few fascinating facts about your giant trevally?|Now, might I interest you in a few fascinating facts about your giant trevally?
24.60.7|They simply grew out from the skin, remarkably enough, and were up to two feet tall and similarly wide.|They simply grew out from the skin, remarkably enough, and were up to two feet tall and similarly wide.
1.12.10|Pardon me, Thea, while I transmit the vital data to your NookPhone...|Pardon me, Thea, while I transmit the vital data to your NookPhone...
21.71.5|I refer to it as a butterfly fish, but it's actually a grouping in which there are over 100 types!|I refer to it as a butterfly fish, but it's actually a grouping in which there are over one hundred types!
2.23.10|I must say, I find them impossibly adorable with their squiggly little tails.|I must say, I find them impossibly adorable with their squiggly little tails.
11.62.11|Those spines that are part of its defining physique are chock-full of venom!|Those spines that are part of its defining physique are chock-full of venom!
22.93.11|What say you? Will you donate it to our noble institution of learning?|What say you? Will you donate it to our noble institution of learning?
26.31.4|But beneath that calm, fishy exterior, true gluttony resides! It will eat anything that will fit in its mouth...|But beneath that calm, fishy exterior, true gluttony resides! It will eat anything that will fit in its mouth...
11.62.13|Though solitary, I imagine they give one another a mean fin bump when passing each other by.|Though solitary, I imagine they give one another a mean fin bump when passing each other by.
21.71.7|The sheer awe one must experience when witnessing such a sight. it must be a dream!|The sheer awe one must experience when witnessing such a sight. it must be a dream!
11.93.8|It all sounds pleasant enough, no? Well, did you know their young eat tadpoles...and even some small fish!|It all sounds pleasant enough, no? Well, did you know their young eat tadpoles...and even some small fish!
24.60.5|You can't talk about Stegosaurus without talking about the distinctive diamond-shaped plates on its back.|You can't talk about Stegosaurus without talking about the distinctive diamond-shaped plates on its back.
44.99.6|The scorpion...how should I put this? Those legs! Those pincers! That tail! And that venomous stinger!|The scorpion...how should I put this? Those legs! Those pincers! That tail! And that venomous stinger!
4.20.5|Hoo hoo! Why, this is... an anchovy!|Hoo hoo! Why, this is... an anchovy!
8.27.11|Those sturdy legs, that magnificent tail, and, above all, that extraordinary neck!|Those sturdy legs, that magnificent tail, and, above all, that extraordinary neck!
18.63.9|Pop-eyed goldfish have, as the name suggests, huge round eyes. But as babies they look like other goldfish!|Pop-eyed goldfish have, as the name suggests, huge round eyes. But as babies they look like other goldfish!
14.48.1|Besides its great size, it's notable for continuing to swim even when it's sleeping!|Besides its great size, it's notable for continuing to swim even when it's sleeping!
1.15.6|The common butterfly would have you believe it is but a beautiful friend flitting prettily about the flowers.|The common butterfly would have you believe it is but a beautiful friend flitting prettily about the flowers.
